縄文時代,'三内丸山遺跡は、縄文時代の前期から中期の集落遺跡で、青森市西部にあるんだよ。'
縄文時代,'縄文時代の人って波動拳使えたんだすごいな'
縄文時代,'縄文時代とかに生まれたかった'
縄文時代,'顔面は弥生人めっちゃ受け継いでるって感じなのに服装は縄文時代意識ですかって感じの人最近マジで多い。そういう人、大抵インスタに古着好きと繋がりたいってタグ付けしてる'
縄文時代,'山葵大好きに合ってる時代は…\n【縄文時代】です！\n\n✔️寛大な心の持ち主\n✔️地に足がついた生き方\n✔️独特の哲学を持ってる\n✔️DIYが得意\n\n#あなたに合ってる時代 #ホイミー\n\nhttps://t.co/Gy1Cnok0RI\nふぁっ(；´ﾟдﾟ｀)'
縄文時代,'ゲノムに刻まれたとか、色即是空という歌詞が心に響く。\n\n縄文人も我々と同じ雪を見ていたのだろうか。雪に苦しんでいたのだろう\nか。\n\n科学も発展してない時代に、春は必ずやって来ることを彼らは分かってたんだろうね。'
縄文時代,'今からお風呂入ろうとしてる私さすがにやばくない？？どうした？明日縄文時代始まりそう'
縄文時代,'@Amagirisyoui 縄文の遺跡で、なぜか赤子だけが\nたしか13体ほど焼かれた跡地があります\n大人は女性一人\n争いの後なのか、疫病か、マジナイかは\n判別できませんが太古の時代\n何かあったのでしょうね～🍵\n\n母の愛は海より深い… https://t.co/SIXbPwMBeE'
縄文時代,'@AsagaKosho 期末レポ(縄文時代の方)の問題の意味があまり分かってないんですが、これって参考欄にある情報を図のどこに配置するかとかそういう感じのを述べればいいんですか？'
縄文時代,'「縄文時代、人は何を考え、何を築いてきたか」\n第２回\u3000翡翠の道を追う（前半）\nhttps://t.co/n6dEmCBe7u\nhttps://t.co/sdcjI2Q3w9'
縄文時代,'@toritr_ いつの時代だよ縄文かよ(違う)\nしかもなんでドルなんだよｲｪﾝ(円)にしろよ'
縄文時代,'はあ〜縄文時代から現実に戻れない\n明日の仕事って狩りじゃなかったっけ'
縄文時代,'北海道に中国人が大量移民として来るのは、縄文時代から弥生時代になった事がもう一度実現しようとしているということ、かもしれん'
