温泉,'温泉行きたいなー\nのんびり過ごしたい'
温泉,'何気ないドライブはボキが温泉國にいたら絶対ありえない事だと思うと良き仲間\n良き時間に感謝せねばならない。\n\nｻ--------ﾙ'
温泉,'（…？！\nすみません…！💦 山梨に『より道の湯』という温泉が実在するのですね…？）\n\n（残念ながら、自分のつぶやきは違う『より道』のことを語っておりまして…🙏💦）'
温泉,'@_karen_xoxo 温泉いいよねー俺はよく北九のスパ銭行ってたなーコロナの湯'
温泉,"""@mptmpt_ 疲れを癒しに温泉行きたいです…0(:3 )〜 _('､3｣ ∠ )_ ランキング走り始めるとしんどいですわ("""
温泉,'@kkktooo1 トイプードルちゃん撫でるために大阪寄ってから温泉旅行こう！！！！！'
温泉,'@SYAMCEEL2 温泉wさすが小田原w\n時間差ツイートだったのか理解＼(^^)／'
温泉,'@noirmigitori とても開放的で素敵でした。温泉いいですね'
温泉,'@rkb_media #九州オンラインツアー\n\n九州のオンラインツアー\n気になる〜😍😍‼️✨✨\n\n明日のツアーも楽しみ🤳♡\n家にいて旅行気分が味わえるなんて🎶\n\nなかなか行けない九州、\n美味しいものたくさんだし\n自然に癒されたり温… https://t.co/jXgNicGBCN'
温泉,'温泉行きたすぎて爆発しそう'
温泉,'案内標識（下り）\n兵庫県内\u3000\u3000鳥取\u3000○○Km\n            新温泉\u3000○○Km\n鳥取県内\u3000松江\u3000○○Km\u3000\u3000\n\u3000\u3000\u3000\u3000\u3000米子\u3000○○Km\n          鳥取\u3000○○Km\n\nんっ？なぜ兵庫県内は2つしか地名表示がないんだ？？あ～分かった田舎だからだ！！'
温泉,'コロナ絡みで草津温泉の話が出てきたので、『草津\u3000リコール』で検索かけてみたら「草津って女性議員が町長をセクハラで訴えたら、リコールされた町だ」で認識が止まってる人が多い。\n\nその手の考えに凝り固まって染まってしまった人は、その考えに反する記事を見ないんだろうね。'
温泉,'@desure1126 じゃー温泉入りいこ！'
温泉,'@h_redgold7 温泉いきたーい！🥺\n猫足風呂！😳\n初めて言われました😂笑'
温泉,'群馬県民だと、四万温泉、1泊実質6000円OFFらしいよ。3月いっぱいまで。群馬県民に届いて欲しい。 https://t.co/FmnNhpAiEc'
温泉,'温泉卵製作日記\n1日目\u3000ネットで見たやり方を実践。3つ試したが全部生だった。スマホぶん投げた。\n2日目\u3000マッマから魔法瓶をもらう。2個試したが一個は完璧、もう一個はほぼ生。困惑する。\n3日目\u30002日目と同じ結果に。ここで2回とも下の… https://t.co/GhuQxUEHzx'
温泉,'三玖史上1番の長文ww\n恋バナしようぜ！恋バナ！ww\n\n旅行！(^0^)/ﾔｯﾎ〜！\n5つ子も来てた\nあとで話が\n\nおじいちゃん！\n温泉、混浴\n\n五月の声真似上手すぎ！！\n凄いね！！\nおじいちゃん\n「ワシの孫に手を出すな、殺すぞ」\n\n#五等分の花嫁 \n↓続き'
温泉,'温泉入ってきたよ、居酒屋行ってきたよ報告してくる\n8割信用し始めた私。後は明日帰ってきてからが本番やぞ。'
温泉,'@Fei_hunny 分かります！\n長年の友達ほど恥ずかしいものはない！\nそんでもって職場の人がよく行く温泉施設は恥ずかしさから2カ所行けてません😭\nバッタリお風呂で会ったりしたらイヤで…'
温泉,'草津すごい🤭アクセス悪くて行くの大変だけどまた行きたいな☺️\n\n新型コロナ: 草津の温泉水、コロナ不活性化に効果\u3000群馬大が実証: 日本経済新聞 https://t.co/oMLpJlOzCd'
温泉,'五等分の温泉話…すごく人気だな。\nやはり巨乳キャラはお色気シーンこそが本気の魅力ですね。\n五つ子のお色気シーンもっと増えろ(´・ω・`)'
温泉,'修善寺の温泉場。独鈷の湯と桂川です。\n昔は、独鈷の湯は入浴できたんです。お湯は結構熱め。入るのに勇気要りますけどね😅\n#民生に届け静岡自慢写真選手権 https://t.co/XIXdMnWOE8'
温泉,'「温泉街」\n\n#写真好きな人と繋がりたい \n#カメラ好きな人と繋がりたい https://t.co/duZAXJjEIT'
温泉,'手拭いで股間をスパーンてやる温泉ニコラウス様はよはよ'
温泉,'温泉でもないのに、卓球で盛り上がる成人男性たちに感謝です'
温泉,'@Aiko1515_aiko 給湯器さん…😭毎日お湯を沸かすのに疲れちゃったのでしょうか…😭\n冬の有馬温泉、しかも空いてるだなんて最高ですね☺️💕'
温泉,'明日は温泉かな'
温泉,'@fujicco_oc やったーはかせ！あと一話はみんなきゃいきゃい可愛い温泉＆ビーチ＆お化け屋敷展開ですよ！！'
温泉,'@splatoonpp みんな待ってるぜ！いえー！\nもー温泉旅行したくて仕方ないわ😤'
温泉,'日帰り温泉とか行きたい！お風呂大好き\n自分からDMしたら凍結しちゃったのでDMもらえたら喜びます。'
温泉,'今日のお風呂♨︎は、からんころん温泉。\n次女と2人でサウナ入ったり露天行ったり。ゆったり体を休めて来ました。\n\n明日は朝から新しいボイラー の取り付けに来てくれます。思ったより早く家で使えるようになりそうでよかった。\n業者さんに、なるはやでって何回も言った甲斐があったわ。'
温泉,'一言叫ばせてください。\n松山いきてええええええええええ！！！！！！！\n行きつけの古着屋で爆買いしたいし、爆買いした後の温泉に、鯛めし、美味しいお酒呑んでベロベロになって、次の日に伊予灘ものがたりに乗るプラン過ごしてええええええ\n予定立てよ'
温泉,'@kash_arthur 温泉行きたいな'
温泉,'友達が飼い始めたトイプードルちゃん🐶撫でるために大阪行くか、青春18きっぷで1人温泉旅するか迷う'
温泉,'@makura_ken ぽかぽか温泉にぷかぷか…いい…'
温泉,'@satsuki_mei816 主観で芽衣ちゃんと温泉でイチャイチャ出来るなんて…早く見たいよ💞😍\n芽衣ちゃんが女優さんでいてくれるならそれだけで幸せ💞😍身体に気をつけてね☺️'
温泉,'三玖ちゃん！(大好き)\n｢私の知り合い(友人)の話だけど｣は大抵その”私”であることが多い(少なくとも恋愛ものなどは)\n温泉大当たり！作者が乱数調整してくれたからね(錯乱)\n五つ子も旅行に来ていた。\n混浴は家族で入ることが出来る！という大変健全な風太郎パパには頭が上がらない…。'
温泉,'お湯出ないとか致命的過ぎる。温泉行ってきたわ。そして眠くなったという( ´  ` )'
