好物,'@1919kantoku メモっとかないと🥺🥺🥺❤️\n好物把握は大事でしょ！！！！笑'
好物,'香椎かてぃ様を絵にしたような女の子の絵が大好物なんですの'
好物,'今夜はごっこ(ホテイウオ)汁。\n仕事帰りにAEON寄ったら下処理した物が半額だったから。\n亡くなった祖父がよく送ってくれた私の好物。'
好物,'@DokayukiS 昔の偉いひとは言いました。\n「好物に祟り無し」'
好物,'わたしはね、つり目三白眼で綺麗系の女の子の絵が大好物なんです( ˇωˇ )'
好物,'@KAKITAN 酸っぱ辛いの大好物です❤️'
好物,'@CMQW2RYtXtqXSvF 炭水化物祭り&amp;糖質無制限🤣🤣🤣\nあと、脂と油も好物😋'
好物,'強くてそれなりに体格のあるショタが好物のもちごめはアナムネシスで9S出たので課金止めました'
好物,'@japanlove2183 俺の大好物の🥦を、そんな奴に使わないで〰︎😭\u3000\u3000\u3000\u3000\u3000❣️🤣'
好物,'@Jack08821 1才！！色白の美亀君ですね🐢✨\n大好物がエビなのは全亀共通ですね🤣'
好物,'@MI06ll そうなの！大好物なの！！わあ！！嬉しい😻😻銀ちゃんも大喜びだあ💭💗'
好物,'．\n\n練習ニキくんといえばこれも大好物\n\n． https://t.co/FlISbcW5kL https://t.co/EGzqOZDf4p'
好物,'@conran010100 そうだったのかもですwww\u3000そういやスイカも大好きなんですけど、確かカブトムシの好物ですよねw'
好物,'@RinneDoll チョコパイ美味しいですよね〜😊✨\n好物ですw😄'
好物,'ド性癖大好物です❤❤❤ https://t.co/JfnxwwlWfE'
好物,'久々に作ったメカジキの磯辺揚げを食べながら、これが好物と言ってくれたホームステイできたインドの14歳少年の思い出を話したら、途端にマレーシアの高校生はかっぱ巻き、イギリスの科学者の卵はおにぎり、アメリカのバリキャリ女性は春餅、メキ… https://t.co/Ypwcr1B0BG'
好物,'ちな、今日は従兄弟誕生日だったんで好物のモンブランを買った\nまぁ遠方なんで本人の口には入りませんが(笑)\n向こうでたくさん食べてるだろうからいいでしょう！！\nなので代わりに美味しく食べとくよ…すまんな従兄弟よ🤤 https://t.co/AIt7MrIoJS'
好物,'余裕のない攻め大好物です'
好物,'@sakuramiko35 ホラー同時市長大好物だからうれしいにぇ！'
好物,'今日はご本指様たちに干し芋、ローストビーフ、あその小雪(いちご)、GODIVAを頂いてしまいました💕\nそしておばあちゃんから送られてきた山菜を夜な夜な煮ました笑\nサシドリという珍しい山菜で、秋田と青森あたりで採れるななの大好物☺️… https://t.co/12LQVPqBRR'
好物,'ここにきて大好物なべこじエピくるとは！なべこじ〜💙🧡💙🧡しんどいって🤣🤣'
好物,'メカクレ大好物ですド性癖'
好物,'国広と宗三が並んで戦ってるの、ほんと大好物なんだよ\u3000うちの本丸がそうだから'
好物,'@SAL_KYg うおおおおおおめちゃめちゃありがとうございます！！！！！！！！！！！！\nサントラは大好物なので、ちょっとずつ全部聴かせてもらいます！！！！！！！！！！！！！'
好物,'@satochanbinme2 師匠の大好物な話かと！'
好物,'娘の帰宅と重なってバタバタと💦見ては👀スクショしてたらモッパンだらけで笑えた😂ほんの1部だけ載せるけどほぼホビちゃん🦄💕大好物のぐーたん🐰のモッパンは見られず🥺ホビちゃんは最後の方ゴミの袋で遊んでた😂(  ･᷄д･᷅ )ｱｰ早くち… https://t.co/I1YOBpsRac'
好物,'かつて自分にとって唯一(恋人でも親友でも)と互いに思い合っていた人と、守るものや選んだものが正反対だったために進む道を違え袂を分かち、その後どちらかがどちらかを裁く或いは手を下す結末になってしまう…というのが大好物なパターンなことに気づいた俺氏'
好物,'@minitabu40 美味しかったですよ☺︎\n最近までチョコが苦手だったんですが。\nいまは大好物です♡ イチゴも\n美味しいですよねぇー。🍓'
好物,'@marubouro1231 みいちゃん🥕大好物でしょ♥'
好物,'爆笑🤣\nガムシャラみたいなの大好物🤣た\n\nSixTONES - ライアーゲーム - 松村北斗W主演映画にちなんで https://t.co/PjrLAse5iO @YouTubeより'
好物,'気になるんだよな……戦う顔のいい女大好物ではあるので'
好物,'@gyunyu3yume 江の皆からのストップはめちゃくちゃ残酷ですね:( ;´꒳`;)\n桑名くんにそっと刃分達の好物も伝えておけば作ってもらえると気付いた誰かが多すぎたのかもしれないですね〜\n桑名くんいい子だから、全てを覚えて伝… https://t.co/fgm07wKm4W'
好物,'じゃみうのお兄ちゃんムーブ大好物だと判明しました'
好物,'2枚目のベリアルさんが、本当に大好物なので、落涙しているで御座います。'
好物,'@risuistonejewel はい、1才の男の子です^_^ エビが大好物です😊'
好物,'可愛い銀高も描きたいんだけど血に濡れた銀高も大好物なので描きたい'
好物,"""What's your favorite food? あなたの好物は何？"""
好物,'@minatopapa0617 召し上がれヾ(*‘ω‘ )ノ🍜\nプリン大好物だぜ！！！将来の夢はバケツプリンたらふく食べることだぜ！！'
好物,'@karotajp 1枚目の角度のお顔、大好物❤️\nどの写真もみんなかわいいけどね😉'
